feature,source,
S_NO_SUBORDINATION;_CHAINING_CONSTRUCTION_LINKING_TWO_MAIN_VERBS_(MOTION_AND_ACTIVITY),ewave,
S_CONJUNCTION_DOUBLING:_CLAUSE_+_CONJ._+_CONJ._+_CLAUSE,ewave,
S_CONJUNCTION_DOUBLING:_CORRELATIVE_CONJ.S,ewave,
S_OMISSION_OF_STE_PREPOSITIONS,ewave,
S_USE_OF_POSTPOSITIONS,ewave,
S_AFFIRMATIVE_ANYMORE_‘NOWADAYS’,ewave,
S_ADVERB-FORMING_SUFFIXES_–WAY_AND_–TIME,ewave,
S_DEGREE_MODIFIER_ADVERBS_HAVE_THE_SAME_FORM_AS_ADJECTIVES,ewave,
S_OTHER_ADVERBS_HAVE_THE_SAME_FORM_AS_ADJECTIVES,ewave,
S_TOO;_TOO_MUCH;_VERY_MUCH_‘VERY’_AS_QUALIFIER,ewave,
S_OTHER_OPTIONS_FOR_CLEFTING_THAN_STE,ewave,
S_OTHER_POSSIBILITIES_FOR_FRONTING_THAN_STE,ewave,
S_SENTENCE-INITIAL_FOCUS_MARKER,ewave,
S_“NEGATIVE_INVERSION”,ewave,
S_INVERTED_WORD_ORDER_IN_INDIRECT_QUESTIONS,ewave,
S_NO_INVERSION/NO_AUXILIARIES_IN_WH-QUESTIONS,ewave,
S_NO_INVERSION/NO_AUXILIARIES_IN_MAIN_CLAUSE_YES/NO_QUESTIONS,ewave,
S_DOUBLY_FILLED_COMP-POSITION_WITH_WH-WORDS,ewave,
S_SUPERLATIVE_MARKER_MOST_OCCURRING_BEFORE_HEAD_NOUN,ewave,
S_EITHER_ORDER_OF_OBJECTS_IN_DOUBLE_OBJECT_CONSTRUCTIONS_(IF_BOTH_OBJECTS_ARE_PRONOMINAL),ewave,
S_PRESENCE_OF_SUBJECT_IN_IMPERATIVES,ewave,
S_LIKE_AS_A_FOCUSSING_DEVICE,ewave,pragmatics
S_LIKE_AS_A_QUOTATIVE_PARTICLE,ewave,
